name,date,temp,prcp,wdsp
GDANSK,2021-11-26,3,0.0,7.9
LUBLIN,2021-02-05,-4,0.0,3.5
KIELCE,2021-06-19,24,0.0,5.6
KIELCE,2021-08-15,23,,3.2
OLSZTYN,2021-07-17,23,0.61,6.1
ZIELONA GORA,2021-11-09,7,0.01,3.5
BIALYSTOK,2021-08-25,12,0.0,3.3
SZCZECIN,2021-11-26,4,0.0,6.3
GDANSK,2021-01-03,0,0.0,9.3
LUBLIN,2021-02-25,8,0.0,5.6
ZIELONA GORA,2021-02-25,13,0.0,5.2
ZIELONA GORA,2021-08-09,18,0.02,4.4
GORZOW WLKP,2021-12-15,7,0.0,4.5
SZCZECIN,2021-01-07,0,0.04,3.4
SZCZECIN,2021-10-10,6,0.0,5.8
SZCZECIN,2021-12-24,-1,0.19,6.5
KATOWICE,2021-01-04,3,0.0,4.3
GDANSK,2021-05-24,14,0.07,7.7
GDANSK,2021-10-29,8,0.0,9.1
OPOLE,2021-09-10,20,0.0,4.8
ZIELONA GORA,2021-03-25,9,0.0,4.6
ZIELONA GORA,2021-06-13,13,0.16,8.2
GORZOW WLKP,2021-11-14,5,0.01,3.5
BIALYSTOK,2021-07-24,19,0.0,1.2
OPOLE,2021-08-21,19,0.0,2.3
KIELCE,2021-07-24,21,0.0,2.8
OLSZTYN,2021-04-04,4,0.0,5.2
ZIELONA GORA,2021-04-26,4,0.0,3.6
ZIELONA GORA,2021-11-17,4,0.0,5.5
GORZOW WLKP,2021-10-02,13,0.0,4.8
SZCZECIN,2021-05-24,14,0.0,9
SZCZECIN,2021-10-09,7,0.0,4.5
KATOWICE,2021-04-27,4,0.0,5
KATOWICE,2021-10-09,5,0.0,8.4
LUBLIN,2021-01-18,-17,0.0,2.7
LUBLIN,2021-04-04,3,0.0,5.8
LUBLIN,2021-09-14,16,0.0,3
LUBLIN,2021-10-07,8,0.0,9.9
OPOLE,2021-07-31,22,0.0,3.6
KIELCE,2021-06-14,15,0.21,5.8
OLSZTYN,2021-09-11,19,,3.6
ZIELONA GORA,2021-09-02,17,0.0,4.5
GORZOW WLKP,2021-07-25,22,0.0,5.9
SZCZECIN,2021-03-01,4,0.0,3.5
SZCZECIN,2021-09-08,16,0.0,3.2
KATOWICE,2021-07-24,20,0.0,3.9
OPOLE,2021-11-21,6,0.0,2.3
GORZOW WLKP,2021-03-30,15,0.01,4.6
BIALYSTOK,2021-05-09,9,0.0,4.1
KATOWICE,2021-10-02,12,0.0,7.6
KATOWICE,2021-11-27,1,0.12,6.5
GDANSK,2021-09-08,17,0.0,5.2
GDANSK,2021-11-10,5,0.0,7.9
LUBLIN,2021-06-04,17,0.0,3.1
OPOLE,2021-04-18,7,0.01,2.7
OPOLE,2021-10-16,8,0.37,2.6
ZIELONA GORA,2021-04-27,6,0.0,5.1
BIALYSTOK,2021-06-03,16,0.0,2.9
SZCZECIN,2021-08-12,18,0.0,3.9
KATOWICE,2021-10-04,14,0.0,4.5
LUBLIN,2021-01-07,1,,5.3
LUBLIN,2021-05-03,7,0.0,15.7
LUBLIN,2021-10-15,10,0.0,10.3
OPOLE,2021-11-13,6,0.0,6.4
OLSZTYN,2021-05-08,5,0.01,3.8
ZIELONA GORA,2021-04-04,4,0.1,5.2
GORZOW WLKP,2021-07-11,22,0.0,4.5
GORZOW WLKP,2021-07-29,21,0.0,6.3
GORZOW WLKP,2021-11-03,6,0.35,3.6
KATOWICE,2021-10-14,6,0.01,7.3
GDANSK,2021-06-09,17,0.0,6
GDANSK,2021-09-02,15,0.0,7.2
KIELCE,2021-12-26,-13,1.57,1.8
OLSZTYN,2021-09-27,12,0.0,5.8
SZCZECIN,2021-12-27,-7,0.0,13.9
KATOWICE,2021-05-11,22,0.0,9
GDANSK,2021-06-08,18,0.0,6.6
GDANSK,2021-08-04,17,0.0,4.9
GDANSK,2021-10-05,16,0.0,12.8
OPOLE,2021-06-17,23,0.0,4.5
KIELCE,2021-12-14,-5,1.18,2
OLSZTYN,2021-03-03,1,0.0,4
OLSZTYN,2021-06-17,21,0.0,3.9
OLSZTYN,2021-12-05,0,0.39,5
SZCZECIN,2021-06-27,18,0.0,3.7
SZCZECIN,2021-08-28,13,0.04,3
KATOWICE,2021-09-26,16,0.0,4.4
LUBLIN,2021-03-15,4,0.0,3.6
KIELCE,2021-01-02,1,0.01,3.1
KIELCE,2021-04-09,4,0.03,6.8
OLSZTYN,2021-10-10,5,0.0,2
ZIELONA GORA,2021-06-16,20,0.0,3.7
GORZOW WLKP,2021-06-16,19,0.0,3.6
BIALYSTOK,2021-12-22,-10,0.39,2.3
GDANSK,2021-06-07,16,0.0,7.2
GDANSK,2021-06-29,21,0.0,4.1
LUBLIN,2021-03-26,6,0.0,3.2
LUBLIN,2021-08-25,13,0.0,5.9
OPOLE,2021-07-13,24,0.1,4.1
KIELCE,2021-03-31,11,0.02,2
KIELCE,2021-07-06,22,0.0,2.5
KIELCE,2021-10-04,14,0.0,3.9
ZIELONA GORA,2021-06-25,17,0.02,2.8
GORZOW WLKP,2021-03-24,6,0.0,3.6
SZCZECIN,2021-11-12,8,0.0,6.9
KATOWICE,2021-03-03,6,0.0,4.5
GDANSK,2021-08-05,19,0.0,8.5
GDANSK,2021-09-27,13,0.0,7.9
LUBLIN,2021-06-22,25,0.0,5.5
LUBLIN,2021-09-08,15,0.0,1.9
LUBLIN,2021-09-27,11,0.0,6.2
LUBLIN,2021-11-12,4,,5.6
OLSZTYN,2021-07-18,22,0.0,6.8
GORZOW WLKP,2021-04-17,8,0.01,4.1
GORZOW WLKP,2021-12-14,5,0.02,3.9
BIALYSTOK,2021-11-22,1,0.07,2.3
KATOWICE,2021-11-01,9,0.0,6.8
KATOWICE,2021-12-05,1,0.02,5.9
OPOLE,2021-06-09,19,0.0,3.8
KIELCE,2021-06-02,14,0.0,4.1
GORZOW WLKP,2021-02-15,-5,0.0,4
GORZOW WLKP,2021-03-03,5,0.0,4.4
GORZOW WLKP,2021-09-01,16,0.0,6.2
KATOWICE,2021-04-28,8,0.0,6.6
KATOWICE,2021-09-04,14,0.0,4.4
KATOWICE,2021-09-05,12,0.0,5.5
LUBLIN,2021-03-25,5,0.0,3
LUBLIN,2021-10-21,14,0.0,15.4
OLSZTYN,2021-04-13,5,0.0,6.8
SZCZECIN,2021-02-22,5,0.0,6.7
SZCZECIN,2021-06-03,19,0.0,7.7
SZCZECIN,2021-11-13,6,0.0,7.9
GDANSK,2021-07-24,20,0.0,6.3
GDANSK,2021-12-16,7,0.0,11.7
OPOLE,2021-04-19,8,0.01,2.8
OPOLE,2021-11-15,5,0.0,4
ZIELONA GORA,2021-06-06,21,0.0,3.5
BIALYSTOK,2021-10-01,9,0.67,1.9
KATOWICE,2021-04-19,6,0.0,2.4
KATOWICE,2021-05-24,13,0.04,6.1
GDANSK,2021-03-16,3,0.0,5.1
LUBLIN,2021-01-02,0,,2.7
LUBLIN,2021-07-06,23,0.0,2.3
OPOLE,2021-05-13,16,0.0,7
OPOLE,2021-06-07,20,0.0,2.4
KIELCE,2021-01-06,1,0.29,4.3
KIELCE,2021-09-28,11,0.0,4.9
OLSZTYN,2021-10-30,10,0.0,6.2
ZIELONA GORA,2021-08-30,15,0.09,3.7
GORZOW WLKP,2021-11-26,3,0.0,4
SZCZECIN,2021-03-08,-1,0.02,4.1
KATOWICE,2021-03-24,3,0.0,4.7
GDANSK,2021-06-10,17,0.0,5.9
OPOLE,2021-03-06,1,0.0,5.1
KIELCE,2021-08-25,11,0.0,3.6
OLSZTYN,2021-09-06,11,0.0,2.6
ZIELONA GORA,2021-03-31,17,0.0,3.6
GORZOW WLKP,2021-08-13,23,0.0,3.5
SZCZECIN,2021-02-07,-8,0.0,11
SZCZECIN,2021-04-27,5,0.0,4
KATOWICE,2021-03-25,5,0.0,4
KATOWICE,2021-11-16,5,0.0,5.1
GDANSK,2021-09-26,13,0.0,4
LUBLIN,2021-04-09,6,0.0,10.2
LUBLIN,2021-10-05,14,0.0,11
OPOLE,2021-10-08,8,0.0,4.6
OLSZTYN,2021-01-23,3,0.0,5.8
ZIELONA GORA,2021-12-27,-7,0.0,8.2
GORZOW WLKP,2021-01-31,-5,0.0,5.2
GORZOW WLKP,2021-12-30,6,0.0,4.2
SZCZECIN,2021-05-31,14,0.0,3.8
LUBLIN,2021-09-11,17,0.0,2.2
OPOLE,2021-10-26,10,0.0,4.4
GORZOW WLKP,2021-01-28,0,0.0,6.1
KATOWICE,2021-02-24,6,0.0,3
KATOWICE,2021-10-17,7,0.0,4.1
LUBLIN,2021-02-27,5,0.0,10.1
OPOLE,2021-02-23,4,0.0,3.4
OPOLE,2021-11-07,6,0.0,5.9
ZIELONA GORA,2021-04-12,4,0.0,7.1
GORZOW WLKP,2021-09-08,18,0.0,2.8
GORZOW WLKP,2021-11-29,1,0.02,5.6
SZCZECIN,2021-07-03,18,0.09,5.9
LUBLIN,2021-03-23,3,0.0,7.1
LUBLIN,2021-06-03,17,0.0,3.6
OPOLE,2021-01-18,-10,0.01,3.2
OLSZTYN,2021-12-26,-8,3.15,5.5
BIALYSTOK,2021-03-09,-4,0.08,1.9
BIALYSTOK,2021-07-20,19,0.0,3.3
BIALYSTOK,2021-11-02,4,0.0,5.3
OPOLE,2021-06-14,15,0.0,3.2
KIELCE,2021-01-21,0,0.01,3.9
KIELCE,2021-07-30,21,0.0,4.4
ZIELONA GORA,2021-04-25,5,0.0,5.1
ZIELONA GORA,2021-10-10,7,0.0,4.2
SZCZECIN,2021-05-20,11,0.0,6
SZCZECIN,2021-07-26,24,0.0,4.3
GDANSK,2021-08-15,20,0.0,7.2
OPOLE,2021-06-20,26,0.0,4.5
OPOLE,2021-09-06,13,0.0,2.8
ZIELONA GORA,2021-09-30,11,0.02,4.9
KATOWICE,2021-02-25,9,0.0,6.2
KATOWICE,2021-09-15,17,0.0,4.5
GDANSK,2021-04-24,4,0.0,7
LUBLIN,2021-10-10,5,0.0,5
OPOLE,2021-01-04,2,0.04,3.3
KIELCE,2021-01-03,2,0.0,5.6
KIELCE,2021-07-31,20,0.0,4.5
OLSZTYN,2021-04-18,9,0.39,4
OLSZTYN,2021-07-11,21,0.0,4.6
GORZOW WLKP,2021-01-23,1,0.0,7.3
BIALYSTOK,2021-12-14,-3,0.39,3.1
SZCZECIN,2021-02-14,-5,3.15,6.6
SZCZECIN,2021-02-18,2,0.11,9.6
SZCZECIN,2021-04-23,6,0.0,10.5
OPOLE,2021-12-03,0,0.0,4.5
ZIELONA GORA,2021-01-31,-5,0.06,4
SZCZECIN,2021-02-06,-5,0.0,6.3
SZCZECIN,2021-12-26,-11,0.0,4
GDANSK,2021-03-23,4,0.0,6.6
GDANSK,2021-11-15,5,0.0,7.1
OPOLE,2021-01-01,0,0.0,4.3
GORZOW WLKP,2021-05-09,17,0.0,5.8
BIALYSTOK,2021-01-30,-4,0.11,3.4
BIALYSTOK,2021-08-22,15,0.0,1.4
SZCZECIN,2021-06-16,17,0.0,4
KATOWICE,2021-07-10,18,0.0,5.4
GDANSK,2021-05-11,20,0.0,13.8
LUBLIN,2021-12-12,-1,0.0,4.5
OLSZTYN,2021-02-23,4,0.0,3.5
OLSZTYN,2021-07-10,19,1.93,5.5
GORZOW WLKP,2021-08-14,22,0.0,5.7
KATOWICE,2021-01-31,-7,0.04,2.6
GDANSK,2021-02-24,5,0.0,5.3
LUBLIN,2021-07-23,21,0.0,3.7
OPOLE,2021-05-11,22,0.0,8.2
KIELCE,2021-07-12,20,0.48,3.7
KIELCE,2021-12-08,-5,0.79,4.3
ZIELONA GORA,2021-01-05,0,0.01,5.5
ZIELONA GORA,2021-06-17,25,0.0,5.5
ZIELONA GORA,2021-07-30,20,0.0,5.1
SZCZECIN,2021-02-05,-2,0.0,5.6
SZCZECIN,2021-04-20,9,0.0,5.8
KATOWICE,2021-09-07,15,0.0,4
KATOWICE,2021-09-21,9,0.0,5.5
KATOWICE,2021-10-24,3,0.0,3.5
LUBLIN,2021-12-04,-1,0.0,8.7
KIELCE,2021-12-06,0,0.0,2.8
OLSZTYN,2021-01-30,-2,0.0,4.5
OLSZTYN,2021-08-13,20,0.0,3
SZCZECIN,2021-02-25,10,0.0,5.1
SZCZECIN,2021-11-11,6,,4
GDANSK,2021-07-11,20,0.0,5.3
GDANSK,2021-11-04,8,0.0,8.7
LUBLIN,2021-03-04,5,0.0,9.4
OLSZTYN,2021-01-03,0,,6.4
GORZOW WLKP,2021-05-31,15,0.0,4.2
GORZOW WLKP,2021-10-30,9,0.0,4.5
GORZOW WLKP,2021-11-09,7,0.15,3.2
BIALYSTOK,2021-05-11,19,0.0,7.3
SZCZECIN,2021-05-10,20,0.0,11.1
SZCZECIN,2021-09-09,18,0.0,5
KATOWICE,2021-12-06,0,0.0,4.8
GDANSK,2021-06-06,16,0.0,5.5
KIELCE,2021-06-28,20,0.0,2.7
GORZOW WLKP,2021-02-05,-1,0.0,6.7
BIALYSTOK,2021-04-11,14,0.0,6.4
BIALYSTOK,2021-07-31,21,0.0,2.7
OPOLE,2021-11-17,6,0.0,5.5
OLSZTYN,2021-05-09,12,0.33,7.1
GORZOW WLKP,2021-09-11,19,0.0,3.6
GORZOW WLKP,2021-10-10,7,0.0,3.1
BIALYSTOK,2021-03-16,4,0.0,3.4
KATOWICE,2021-03-09,-3,0.01,3.9
KATOWICE,2021-12-12,-4,0.0,2.8
OPOLE,2021-12-08,-2,0.0,7.8
ZIELONA GORA,2021-03-01,4,0.0,3.2
ZIELONA GORA,2021-12-26,-7,0.0,4.9
GORZOW WLKP,2021-12-17,5,0.0,7.5
LUBLIN,2021-05-20,12,0.0,8.4
OPOLE,2021-01-31,-6,0.04,2
OPOLE,2021-03-26,9,,3.5
OPOLE,2021-07-03,19,0.0,5.6
KIELCE,2021-04-27,4,0.0,3
KIELCE,2021-10-08,7,0.0,6.8
ZIELONA GORA,2021-11-06,7,0.02,7.3
GORZOW WLKP,2021-10-28,12,0.0,4.5
SZCZECIN,2021-02-17,3,0.04,7.2
SZCZECIN,2021-07-23,19,0.0,3.8
SZCZECIN,2021-12-14,6,0.0,4.1
GDANSK,2021-03-03,3,0.0,6.2
GDANSK,2021-11-03,8,0.34,6.3
LUBLIN,2021-10-03,12,0.0,6.6
OPOLE,2021-12-14,2,0.04,2.5
KIELCE,2021-06-10,18,0.0,4.9
ZIELONA GORA,2021-09-05,15,0.0,5.4
ZIELONA GORA,2021-11-14,4,0.0,3
GORZOW WLKP,2021-11-16,5,0.0,3.6
SZCZECIN,2021-03-02,2,0.0,3.5
KATOWICE,2021-08-13,20,0.0,4.8
GDANSK,2021-03-22,4,0.01,8.2
ZIELONA GORA,2021-06-18,26,0.0,5.8
GORZOW WLKP,2021-08-11,18,0.04,4.8
BIALYSTOK,2021-08-18,15,0.07,4.5
SZCZECIN,2021-03-09,-2,0.0,1.8
SZCZECIN,2021-04-02,4,0.0,6.7
GDANSK,2021-01-02,0,0.02,7.7
OPOLE,2021-09-05,14,0.0,4
OLSZTYN,2021-03-25,7,0.0,4.6
OLSZTYN,2021-12-28,-7,0.0,10.1
ZIELONA GORA,2021-08-16,22,0.0,6.6
BIALYSTOK,2021-08-14,19,0.12,2.7
ZIELONA GORA,2021-07-15,21,0.24,3.1
BIALYSTOK,2021-09-12,17,0.02,2.1
BIALYSTOK,2021-07-16,25,0.43,3.7
GORZOW WLKP,2021-06-20,28,0.39,4.9
GDANSK,2021-06-30,22,0.59,4
KIELCE,2021-06-22,25,0.0,4.5
OLSZTYN,2021-02-10,-13,,1.9
BIALYSTOK,2021-02-13,-2,0.0,6.4
LUBLIN,2021-02-13,-3,,9.9
KIELCE,2021-01-12,-3,,6.1
KATOWICE,2021-01-09,-1,0.0,6.6
GDANSK,2021-03-09,-1,0.07,4.7
GORZOW WLKP,2021-12-09,-2,0.0,4.5
OLSZTYN,2021-01-14,-4,,4.9
OLSZTYN,2021-01-17,-17,0.08,2
GDANSK,2021-01-28,0,0.04,10
GORZOW WLKP,2021-03-07,3,0.0,9.1
KATOWICE,2021-12-23,-4,0.0,8.4
ZIELONA GORA,2021-02-08,-11,0.16,7.2
KATOWICE,2021-01-16,-5,0.04,9.5
OLSZTYN,2021-12-23,-3,0.0,6
KIELCE,2021-02-14,-5,,8
LUBLIN,2021-01-27,0,,9.2
GORZOW WLKP,2021-01-16,-3,0.01,8.1
SZCZECIN,2021-12-10,-2,0.05,5.8
LUBLIN,2021-03-20,-2,,6.4
GDANSK,2021-12-23,-3,0.02,8.6
LUBLIN,2021-02-15,-3,,7.7
KIELCE,2021-01-18,-14,0.01,2.8
KATOWICE,2021-02-05,-1,0.07,6
KIELCE,2021-01-09,-1,0.02,3.6
GDANSK,2021-01-18,-13,0.0,8.2
KIELCE,2021-03-20,-3,,4.8
OLSZTYN,2021-01-18,-13,,3.2
BIALYSTOK,2021-03-08,-2,0.05,5.3
LUBLIN,2021-12-22,-5,,4.2
ZIELONA GORA,2021-12-06,-1,0.05,3.4
KATOWICE,2021-02-06,-3,0.01,9.7
KATOWICE,2021-02-07,-8,0.04,15.2
GDANSK,2021-12-24,-2,0.0,9.2
BIALYSTOK,2021-02-16,-5,0.0,3.2
GDANSK,2021-01-15,-3,0.01,8
GDANSK,2021-01-30,-1,0.16,7.9
GORZOW WLKP,2021-01-15,-1,0.0,8.7
SZCZECIN,2021-01-30,-1,0.1,6.3
BIALYSTOK,2021-01-31,-5,0.02,4.9
LUBLIN,2021-03-07,2,,16.4
OPOLE,2021-12-23,-2,,7.3
KIELCE,2021-12-21,-5,0.02,4.5
KATOWICE,2021-12-03,-1,0.0,9.4
OPOLE,2021-12-06,0,0.03,3.5
ZIELONA GORA,2021-02-05,-1,0.06,5
OPOLE,2021-01-29,-1,0.08,4.3
OLSZTYN,2021-02-14,-1,,10.8
ZIELONA GORA,2021-01-17,-8,0.0,4
SZCZECIN,2021-01-29,-2,0.0,3.3
OPOLE,2021-03-20,-3,0.0,3.9
OLSZTYN,2021-02-17,-3,0.0,4.9
KATOWICE,2021-01-18,-11,0.0,3.8
LUBLIN,2021-03-11,-1,,8.3
OPOLE,2021-01-09,0,0.0,3.8
OPOLE,2021-12-10,-1,0.07,4
SZCZECIN,2021-02-08,-9,0.08,8.5
GORZOW WLKP,2021-01-26,1,0.0,6.4
KATOWICE,2021-02-15,-8,0.0,4.9
BIALYSTOK,2021-12-05,-1,0.07,3.5
ZIELONA GORA,2021-01-29,-3,0.01,4.1
KIELCE,2021-01-05,3,0.11,4.9
OLSZTYN,2021-12-16,6,,8
BIALYSTOK,2021-09-13,16,,3.6
GDANSK,2021-04-14,4,0.0,9
OPOLE,2021-09-29,12,,3.1
ZIELONA GORA,2021-07-19,18,0.0,5.2
GDANSK,2021-07-08,20,0.36,8.1
GDANSK,2021-10-21,13,0.0,15.1
OPOLE,2021-04-01,14,,3.8
OPOLE,2021-08-23,19,0.0,3.4
KIELCE,2021-05-28,13,,3.2
KIELCE,2021-11-18,6,,5.9
OLSZTYN,2021-04-10,7,0.0,4.8
OLSZTYN,2021-11-14,5,,5
GORZOW WLKP,2021-10-15,10,0.05,6.2
KATOWICE,2021-05-29,10,0.08,6.5
GDANSK,2021-04-03,4,0.03,8.3
KIELCE,2021-03-28,4,0.02,5.2
KIELCE,2021-05-30,11,0.08,5.4
LUBLIN,2021-09-17,16,,6.7
ZIELONA GORA,2021-09-21,11,0.0,5.4
GORZOW WLKP,2021-04-10,6,0.01,3.3
GORZOW WLKP,2021-12-18,4,0.0,6.2
BIALYSTOK,2021-04-02,4,,4.5
BIALYSTOK,2021-05-20,13,,6
BIALYSTOK,2021-06-15,18,0.0,3.3
SZCZECIN,2021-04-17,8,,6.9
KATOWICE,2021-05-28,11,0.02,5.2
LUBLIN,2021-11-28,3,,3.7
OPOLE,2021-07-02,18,,4.3
ZIELONA GORA,2021-10-22,7,0.13,9.9
GORZOW WLKP,2021-10-20,16,0.01,7
SZCZECIN,2021-11-08,8,0.27,5.6
KATOWICE,2021-11-05,7,0.06,11.8
OPOLE,2021-04-03,5,0.03,5.9
OPOLE,2021-08-31,15,0.41,6
ZIELONA GORA,2021-12-16,6,0.03,7.9
GORZOW WLKP,2021-05-05,9,0.04,9.7
GORZOW WLKP,2021-09-23,14,0.01,8.2
GORZOW WLKP,2021-11-06,8,0.02,7.3
BIALYSTOK,2021-04-12,12,,5.2
GDANSK,2021-04-15,5,0.1,12.8
GDANSK,2021-10-07,11,0.16,6.2
GDANSK,2021-11-16,5,0.0,6.8
OPOLE,2021-09-16,19,0.01,2.8
OPOLE,2021-09-30,12,0.08,2.3
KIELCE,2021-10-13,6,0.03,3.6
KIELCE,2021-11-06,5,0.0,5
BIALYSTOK,2021-04-13,4,0.08,6.4
BIALYSTOK,2021-09-01,15,0.03,5
SZCZECIN,2021-07-07,18,0.04,4.6
GDANSK,2021-08-20,16,0.0,4.5
LUBLIN,2021-11-27,3,,8.5
LUBLIN,2021-12-31,8,,10.5
KIELCE,2021-07-26,22,0.04,4.4
KIELCE,2021-11-09,4,0.04,2.3
BIALYSTOK,2021-06-05,17,,2.8
KATOWICE,2021-10-11,5,0.0,4
GDANSK,2021-04-12,6,0.0,7
LUBLIN,2021-12-09,-4,,10.2
OPOLE,2021-08-29,15,0.0,3
KATOWICE,2021-04-11,10,0.0,10.5
ZIELONA GORA,2021-04-22,6,0.0,8
ZIELONA GORA,2021-11-27,1,0.0,4.6
LUBLIN,2021-05-26,14,,7.7
OPOLE,2021-12-01,4,0.08,8.7
KIELCE,2021-05-08,7,0.26,5.9
ZIELONA GORA,2021-07-28,21,0.0,4.5
KATOWICE,2021-05-31,12,0.04,6.1
LUBLIN,2021-06-26,20,,5.7
OLSZTYN,2021-04-21,10,0.0,4.9
KATOWICE,2021-05-23,12,0.31,6.3
GDANSK,2021-09-30,12,0.04,7.4
KIELCE,2021-10-18,7,0.04,3.3
OLSZTYN,2021-06-11,17,0.08,3.7
OLSZTYN,2021-11-18,6,0.03,8.1
ZIELONA GORA,2021-01-20,5,0.11,8.8
SZCZECIN,2021-11-19,12,0.02,13.4
KATOWICE,2021-03-30,12,0.08,3.8
KATOWICE,2021-04-29,12,0.0,7.7
KATOWICE,2021-11-14,4,0.0,4.3
GDANSK,2021-04-16,5,0.08,11.7
GDANSK,2021-05-16,13,0.12,5.2
LUBLIN,2021-05-28,14,,3.7
KATOWICE,2021-10-13,5,0.1,5.3
LUBLIN,2021-03-01,3,,7
LUBLIN,2021-05-16,14,,5.3
KIELCE,2021-05-06,7,0.02,6.7
ZIELONA GORA,2021-10-17,9,0.0,4.5
BIALYSTOK,2021-11-28,1,0.07,3.2
KATOWICE,2021-10-23,5,0.02,10.7
GDANSK,2021-09-25,16,0.0,8
LUBLIN,2021-06-30,23,,4.9
LUBLIN,2021-11-26,4,,5.5
OLSZTYN,2021-05-19,11,0.12,5.3
ZIELONA GORA,2021-04-02,6,0.02,5.7
ZIELONA GORA,2021-08-11,18,0.21,5.1
GORZOW WLKP,2021-08-01,17,0.0,4.6
SZCZECIN,2021-10-05,14,0.02,5.5
SZCZECIN,2021-11-17,5,,6.3
KATOWICE,2021-04-01,13,0.0,6.6
LUBLIN,2021-02-26,7,,8
OPOLE,2021-10-13,6,0.03,3.5
KIELCE,2021-11-24,4,0.02,4.5
KATOWICE,2021-08-08,20,0.02,9.1
GDANSK,2021-06-23,19,0.51,6.3
LUBLIN,2021-09-20,7,,8.3
KIELCE,2021-08-06,14,1.44,5.9
LUBLIN,2021-08-14,23,,5.5
OPOLE,2021-03-16,3,0.01,6.1
ZIELONA GORA,2021-08-06,17,0.13,3.4
GORZOW WLKP,2021-06-10,20,0.01,4.4
SZCZECIN,2021-03-17,3,0.03,5.5
OLSZTYN,2021-05-18,14,0.0,8.1
ZIELONA GORA,2021-08-27,13,0.21,3
GDANSK,2021-11-25,5,0.0,7.8
GDANSK,2021-12-05,1,0.0,6.2
LUBLIN,2021-04-19,11,,8.2
LUBLIN,2021-11-03,8,,6.9
KIELCE,2021-03-24,5,,4
ZIELONA GORA,2021-05-02,6,0.5,6.4
GORZOW WLKP,2021-01-22,7,0.0,7.3
GORZOW WLKP,2021-11-20,11,0.0,8.3
SZCZECIN,2021-02-28,4,,7.4
LUBLIN,2021-03-12,4,,12.1
LUBLIN,2021-12-30,2,,7.5
OPOLE,2021-05-28,12,0.01,4
OPOLE,2021-11-03,9,0.21,5.3
KIELCE,2021-03-27,9,0.0,6.4
GORZOW WLKP,2021-03-28,6,0.16,6.2
BIALYSTOK,2021-07-26,22,,5.1
OPOLE,2021-11-05,8,0.13,5.2
GORZOW WLKP,2021-10-27,11,0.0,5.3
BIALYSTOK,2021-10-16,8,0.01,5.3
SZCZECIN,2021-06-10,19,,4.3
KATOWICE,2021-08-17,15,0.45,8.9
LUBLIN,2021-08-20,20,,5.1
LUBLIN,2021-11-24,4,,7.6
OPOLE,2021-07-01,19,0.0,3.9
OPOLE,2021-12-18,4,0.0,6.6
KIELCE,2021-07-03,17,0.0,7.6
OLSZTYN,2021-11-25,4,0.03,6.1
GORZOW WLKP,2021-11-07,7,0.01,7.7
KATOWICE,2021-04-12,7,0.0,8.4
KIELCE,2021-08-31,15,2.15,4.5
OLSZTYN,2021-08-18,16,,8.4
OLSZTYN,2021-11-20,9,0.05,10.9
GORZOW WLKP,2021-09-10,21,0.0,3.5
SZCZECIN,2021-11-05,8,1.41,9.9
OLSZTYN,2021-10-06,13,,7.8
BIALYSTOK,2021-05-06,9,0.6,7.5
SZCZECIN,2021-03-21,3,0.06,9.5
SZCZECIN,2021-07-08,19,0.06,3.9
BIALYSTOK,2021-04-10,9,,4
BIALYSTOK,2021-04-22,6,0.01,5.7
BIALYSTOK,2021-09-23,10,0.03,4.2
KATOWICE,2021-05-14,13,0.05,8.6
GDANSK,2021-05-28,11,0.05,5
KIELCE,2021-05-25,12,0.25,4.5
ZIELONA GORA,2021-08-17,15,0.0,7.4
BIALYSTOK,2021-04-21,11,,4.3
BIALYSTOK,2021-08-26,12,0.05,2.9
SZCZECIN,2021-03-07,2,0.04,10.7
SZCZECIN,2021-07-15,24,,4.8
SZCZECIN,2021-08-07,19,,5.6
SZCZECIN,2021-11-24,6,0.03,5.6
GDANSK,2021-08-26,15,0.4,5.1
LUBLIN,2021-12-10,1,,6.7
OPOLE,2021-11-09,6,0.04,3.1
OPOLE,2021-11-23,3,0.01,4.9
OLSZTYN,2021-04-02,4,0.0,6.6
GORZOW WLKP,2021-11-25,4,0.0,4.6
BIALYSTOK,2021-03-27,7,,5.6
BIALYSTOK,2021-10-13,6,0.01,3.3
SZCZECIN,2021-04-15,4,0.03,8.8
KATOWICE,2021-11-21,6,0.03,8.1
LUBLIN,2021-04-02,6,,7.9
OLSZTYN,2021-04-01,7,0.04,5.5
ZIELONA GORA,2021-04-23,7,0.01,6.4
ZIELONA GORA,2021-07-11,22,0.0,4.8
BIALYSTOK,2021-05-13,12,,2.8
BIALYSTOK,2021-08-27,15,0.14,2.3
SZCZECIN,2021-03-28,6,0.04,7.4
GDANSK,2021-06-05,17,0.09,6.3
LUBLIN,2021-09-22,9,,7
OLSZTYN,2021-05-15,12,0.02,4
OLSZTYN,2021-11-19,11,0.16,9.2
ZIELONA GORA,2021-06-26,19,0.0,3.2
SZCZECIN,2021-04-09,7,0.02,8.9
GDANSK,2021-10-06,14,0.16,11.3
KIELCE,2021-12-17,3,0.02,10.3
BIALYSTOK,2021-10-14,6,0.01,4.2
GDANSK,2021-11-02,6,0.04,8.7
OPOLE,2021-06-12,18,0.35,3.8
ZIELONA GORA,2021-02-26,7,0.04,5.5
GORZOW WLKP,2021-07-28,21,0.0,3.7
BIALYSTOK,2021-10-23,5,0.02,7.2
KATOWICE,2021-09-22,9,0.39,5
OLSZTYN,2021-07-07,25,,4.9
